P_PrimaryAccount,P_DebitAccount
10110024540282,10042000406082
10032020337519,10112000054569
10032000335646,10111000054577
10110019858622,10112000054643
10101000891382,10111000054668
10100613780541,10112040054676
10032000336115,10111000054676
10100613107034,10110007801244
10032010336222,10110007801236
10100619417353,10041000416727
10031000336263,10100616959472
10100619417346,10041000406777
10110019748096,10110021651207
10031000336586,10110009715061
10032000336750,10110009117821
10100617895378,10100612427326
10032000336776,10110009221870
10032000336818,10041000406959
10110001930502,10041000486936
10102000891762,10041000407122
10110022997211,10100611554989
10110018195166,10041000407205
10110010054601,10112000095687
10110023521721,10110019309097
10100616282701,10111000054841
10110016911770,10041000407403
10110020977918,10100617626831
10110018195216,10112000054866
10110010054619,10042010407460
10031000337022,10042000407478
10110022386597,10041000407478
10110020977934,10112000054890
10110007400179,10261000187542
10110016999643,10262020187542
10100616208490,10042000407700
10100616282735,10042040407759
10100615329321,10042010407759
10100616208482,10110013855798
10110023521762,10100613047776
10110007400161,10041000407742
10110022379089,10042000407742
10110022997187,10110007541378
10100615329339,10112000054965
10031000337030,10110019593369
10032000337030,10052020048231
10102000891853,10110009399122
10032000337535,10110006324123
10100611575851,10112000054999
10032000337600,10100618097743
10031000337659,10111000055004
10110025866421,10042010408070
10031000337774,10042000408401
10102010891994,10041000408450
10110006028039,10041000681122
10110015924022,10041000408757
10110014262556,10041000408781
10031000422865,10110000925610
10110006682744,10042000408815
10110014173860,10041000408971
10032000338475,10041000408997
10031000338475,10112000055236
10110012941649,10041000409094
10101000892216,10112010055269
10102000892216,10041000409250
10031000338657,10041000409268
10041000450601,10041000409292
10101000892364,10102000119156
10102000892364,10110000535062
10031010338822,10042000409458
10032040338822,10041000409607
10110027254022,10110013143856
10110009112699,10111000055376
10031000339564,10041000409623
10051000212712,10110002150860
10032000339663,10111000055392
10031000339697,10102000524397
10032000339697,10101000524397
10110011363795,10102000543306
10032000339879,10100610494872
10101000860643,10041000409722
10102000860643,10042000409847
10032000339895,10112020049189
10031000339937,10111000055467
10110022187508,10100614005484
10110022870152,10110017643570
10031000339929,10042000929422
10102010892810,10041000410092
10110002880482,10041000410175
10100616442131,10042000410217
10110001659440,10041000410217
10100618055030,10042000410308
10032000340463,10111000055574
10110025092325,10041000410407
10100612865103,10042000410423
10100617840283,10111000055590
10110022664407,10112000055590
10031000705152,10041000410555
10032010705152,10041000410571
10031000340554,10041000410605
10110021549799,10041000410662
10110023130770,10041000410696
10110019162538,10110009177171
10032000340687,10111000060558
10031000340851,10100615629738
10032000340992,10110008243206
10100617279797,10042010410753
10101000893099,10041000410779
10110003676145,10100612977940
10031000341313,10042000410787
10031000341412,10041000410795
10100615841259,10041000410845
10032000341479,10100610258855
10110006268171,10042010410811
10031000342030,10100613452281
10110002893428,10110018178592
10101000893487,10111000055731
10102000893487,10051000275321
10021000746453,10042000411165
10102010893495,10110016407431
10032000346239,10111000055780
10051000228544,10110015717327
10031000342600,10100619113473
10032000342626,10041000411496
10100613324068,10111000055855
10031000342790,10112000055855
10031000342832,10100610715888
10031000382242,10110005086251
10031000343061,10111000055889
10031000343228,10041000412007
10100615818307,10110022172542
10032000343301,10111000055939
10031000343301,10042030412049
10031000343368,10041000412072
10031000343392,10112000055962
10041000717413,10042000412130
10032000344119,10110019221557
10031000344127,10042000515866
10102000864298,10041000515866
10110006267645,10041000412353
10101000864298,10112000056028
10110007275076,10110002183390
10110011678093,10110021990522
10032000344291,10110013510435
10110004434049,10102000431635
10100617048168,10232000289850
10101000894246,10111000056143
10110009146978,10100611668805
10110006942627,10100611668904
10101000894287,10042000413120
10100618891848,10041000413120
10031000344606,10100615998307
10031000490557,10110014326708
10101000894386,10041000413393
10102010894386,10100611511633
10032000344820,10111000056275
10031000344820,10042000413492
10101000894402,10031000763052
10110004243762,10032010763052
10031000344960,10110019623695
10110021037183,10110008604407
10100618611725,10110012783652
10031000345421,10041000413872
10032010345421,10041000413948
10101000894618,10110001724319
10031000345520,10041000414110
10031000345637,10051000005074
10032000346064,10041000414151
10110004987665,10041000414128
10100610398883,10110026793277
10031000346254,10110010475699
10100619586785,10041000414334
10100610550053,10042000414334
10100618630238,10042010769133
10100613651015,10042010414508
10100616724736,10041000414565
10031000347443,10042000414987
10032000347518,10100613847712
10100619107673,10041000415232
10110005883095,10100617117807
10031000347609,10100617831589
10032000347609,10100618713737
10042000819607,10110011281401
10042000006585,10110003871332
10110023040557,10110003708039
10101000866913,10100615949391
10031000348219,10041000416636
10100610626143,10042000416891
10031000348326,10042000417055
10032000348326,10041000417055
10031000348409,10100614163903
10110023518396,10042010417188
10031000348581,10041000417188
10031000348631,10112000057034
10221000148445,10041000417311
10102010895623,10110006481527
10110013850120,10051000444992
10102000934000,10041000438846
10102000927749,10041000417857
10031000349209,10112010057232
10110007917636,10042000418145
10110003615762,10110015997218
10032000349282,10110015997226
10101000822684,10111000057273
10100618521080,10041000418442
10110003736592,10111000131755
10032000349464,10041000418616
10031000349464,10112000057364
10101000867630,10041000418871
10100616614564,10112010057455
10100616614416,10111000057513
10100610366278,10112010057513
10032000906362,10100618380594
10100610366187,10100618702417
10032000349621,10041000419606
10031000349621,10041000419770
10031000349662,10041000419838
10031000349746,10042000419937
10110009416942,10112000057687
10110003665734,10110019415464
10031000350116,10112010057729
10031000350173,10110007592611
10032000350181,10041000420455
10110014520508,10042000420455
10110018733024,10041000420497
10100619319526,10111000057786
10031000350314,10112020057786
10031000351346,10110012595148
10101000896217,10110008239238
10100618325003,10100615259866
10032000350835,10100613665908
10100000052688,10110013379567
10102010896241,10100614122594
10102020896241,10042000420927
10101000896241,10110002940120
10110006376073,10112000057919
10031000350942,10042010421198
10041000452664,10110017812555
10110002823607,10110005202940
10031000613448,10112000058032
10031000351163,10111000058032
10032000351163,10112010058032
10031000367672,10041000421594
10031000351452,10042000421594
10032000351452,10100616976054
10031000351676,10041000421701
10031000351684,10110002149409
10031010351916,10111000058081
10031000352005,10100614038717
10102000896563,10110003020997
10031000359430,10042010422485
10101000870808,10100618239816
10102000870808,10110012515419
10031000368712,10100616421812
10110008651697,10111000058289
10100616582464,10022000968768
10101000896753,10110008755837
10110003351236,10112000058339
10101000870956,10042000422980
10031000353052,10110007212319
10031000353516,10110008287468
10031000353532,10111000058347
10031000353664,10041000423111
10110015254149,10041000423418
10052000235838,10042000423509
10101000940403,10100618764086
10102000940403,10110015568944
10032000659995,10042000423814
10031000353755,10042010423814
10031000353797,10042000424127
10032010354050,10042000424234
10032010354365,10041000424275
10032000354472,10042000472563
10031000354472,10041000472563
10032000354662,10112000058644
10102000897264,10111000058644
10100610827550,10042000424473
10032000354951,10041000425124
10110004008363,10110006406086
10101000115873,10111000058859
10102020115873,10042000425488
10110004967527,10042000425439
10101000897272,10110010198903
10031000355016,10042000425462
10031000355107,10042000425595
10031000355354,10111000058891
10031000674960,10022000942987
10032000674960,10021000942987
10032000355651,10041000425678
10102000897561,10100615702642
10031000355685,10111000058958
10031000355750,10041000425819
10041000871897,10110007025901
10032000355974,10110013175932
10110004031332,10110009975889
10110010924415,10100613208907
10642010105031,10100617229826
10100613124625,10041000426098
10031000356550,10111000059022
10032000356758,10100612132868
10110021105436,10042000426361
10252000179572,10100615454939
10031000356857,10041000426544
10051000289819,10042000426593
10102000897975,10041000426593
10101000897975,10041000426999
10032000361253,10041000427062
10110003697372,10112000059261
10031000357350,10111000059261
10032010357350,10112000059279
10100617195589,10041000435420
10031000357129,10110001045640
10031000357301,10042000454561
10032000357533,10111000059360
10110023222940,10181002265890
10100616819098,10181002265882
10100616819155,10110005487780
10031000357640,10110003519147
10031000357665,10110000658542
10100611258672,10022000556290
10101000874669,10112000059436
10110007760770,10111000059436
10031000358226,10110006652127
10101000898429,10041000428433
10110012401917,10042000428433
10110022812345,10111000059527
10102000898429,10041000428649
10102000898437,10041000428714
10110019449299,10042010428714
10100611318609,10112000059600
10110010232850,10100614447108
10052000004762,10112000059626
10031000396564,10111000059626
10032000396564,10110022638799
10032020358788,10111000059642
10032000359091,10041000429191
10110009242421,10042000429159
10031000397125,10110006235709
10032010359331,10042000429183
10100610609099,10110002869550
10341000092197,10111000059733
10041000671990,10041000429688
10101000898684,10111000059824
10101000830430,10110005947767
10102000898718,10112000059998
10102000830430,10041000430603
10032000359877,10041000430678
10110026134480,10041000430777
10032000360206,10110010505149
10032010360214,10100615128947
10110021746312,10041000430918
10100617393879,10112070060095
10110021746395,10100613104973
10110021746387,10100615269113
10110021746429,10110010657874
10031000360370,10110010657932
10031000360412,10110003636263
10032000360644,10110010657957
10031000360651,10041000430975
10052000221507,10042000430975
10051000221507,10041000430991
10100619202607,10042000431072
10032000360776,10112000060137
10031000360776,10041000431098
10032000360768,10042000431098
10101000877340,10110026610182
10100617607666,10112000060152
10111000067249,10042010431262
10032000361147,10041000431338
10110000493841,10042000431437
10031000361600,10042000903369
10110016517361,10041000903369
10110012374627,10041000431510
10031000380683,10042000431510
10031000361485,10041000431502
10032010361485,10111000060285
10110023225224,10111000060335
10032000361485,10042000431965
10031000361576,10110009961343
10110023225273,10110003324548
10031000361675,10111000060343
10032000361758,10042000432096
10110003356086,10041000432096
10100610858555,10041000432211
10032000361907,10042000432211
10031000361907,10051000053280
10110016169908,10110005298526
10032000362202,10041000432492
10021000526236,10110002986974
10031000362152,10042000432666
10031000362343,10100616741474
10031000362616,10112000060509
10032000362616,10100614113429
10031000637272,10111000060525
10032000637272,10110027763337
10101000899781,10112000060533
10102010899781,10111000135129
10032000363887,10100612536233
10110022681013,10041000432989
10110009222845,10041000433276
10031000364026,10042000433292
10110024217501,10110004566618
10110002887636,10042000433862
10110002887578,10111010060756
10110022554202,10041000433920
10032010951509,10042000433995
10110000874552,10100611992676
10110002285435,10041000614222
10100612935476,10042000434027
10031000364885,10041000434050
10032000364919,10042000434050
10032000364992,10110005148150
10031000365007,10041000434589
10032000365023,10112010060939
10041010038943,10111000060954
10032000365437,10110026933691
10101000900266,10041000435032
10110006433619,10112000084848
10110009850827,10042000435123
10031000365874,10042000435230
10031000365882,10110001156470
10102000900449,10100616256960
10031000366815,10041000435347
10032000366815,10041000435362
10032010366815,10112000061127
10032030366815,10110013350469
10031010366880,10112000061168
10032010366880,10110012554400
10031000366880,10112040061168
10032000366880,10042000435768
10031000374439,10042000435834
10031000367375,10110005154810
10110003867546,10100619289653
10032000367557,10112020085910
10110003943099,10111000061259
10051000039719,10041000436329
10110027641681,10042000436410
10110019784463,10042000436584
10032000367904,10111000061341
10110022924421,10110012813350
10031000368050,10042000436774
10102000816439,10041000436782
10100610527044,10110012503225
10032010368605,10111000061382
10031000368605,10041000436873
10100615830963,10100616535892
10031000368944,10042000437079
10032000369033,10041000437111
10031000369371,10041000437186
10100611478320,10111000061515
10110007895329,10111010061549
10031000710590,10042000486696
10100615406236,10112000061671
10110020538538,10042000438374
10110020538553,10041000438408
10031000369868,10042000438408
10100616134142,10041000438606
10100616134027,10042000438606
10110006350268,10100617492150
10110009736794,10110016491765
10031000370213,10110004006391
10101000885798,10042000438853
10032000370262,10041000438861
10031000370262,10110020290148
10101000855577,10112000061838
10032010370288,10041000439075
10110024014999,10110018589749
10031010370437,10041000439166
10032000370569,10042010439257
10110005713169,10041000447466
10052000319624,10041000439331
10032000370882,10042000439422
10031000370882,10111020061937
10100615749619,10042000439471
10100615749635,10100616033351
10032000370932,10041000439570
10031000370932,10112000061994
10102000901595,10100611680420
10032000371088,10111000062091
10100610771980,10112010062091
10032000371450,10110006382352
10101000901769,10110003413911
10031000371609,10042000440263
10041000344929,10110006374425
10031000371633,10042000440297
10032000371658,10110009334483
10032000371666,10042000440651
10031000371724,10041000440651
10031000371740,10111000062208
10032000371740,10041000440669
10110012671311,10041000440750
10031000371914,10042000440750
10031000371948,10110016665665
10110002765980,10110016665301
10032000372029,10110012508919
10031000372094,10042000440875
10032000402735,10052010021121
10102000901983,10052000021121
10031000420810,10041000441014
10051000356881,10041000441238
10100614200739,10041000441329
10032000372896,10111000062364
10031000372896,10042000441410
10032000372938,10111000062380
10110002961779,10100614641874
10101010902288,10042000441527
10031000373449,10041000441527
10100613611787,10041000441535
10100616985493,10042000441550
10100611178433,10261000172890
10100611178441,10111000077305
10100616959845,10042000441667
10110001291061,10041000441667
10110015582663,10041000441691
10031000394494,10110010826560
10032000394494,10041000441816
10032010385971,10041000441865
10032030385971,10042000441907
10032020385971,10041000441915
10100616927354,10100611824184
10100616927115,10022000257923
10032000374066,10111000062588
10031000374397,10041000442293
10032000374397,10110010445445
10031000374413,10110012350957
10031000375089,10041000442384
10032000375089,10112000062653
10032000375253,10042020849141
10110013802246,10110003126117
10031000375766,10100612885754
10110015055959,10100612885689
10031000375899,10042000443093
10110003941283,10041000443093
10101010892497,10110006084255
10031000715607,10042000443135
10051000033332,10111000062828
10031000376467,10112000062844
10032000376475,10100618987760
10100613967494,10100619225285
10031000376814,10112000062919
10100611652205,10111000062919
10031000377143,10041000443895
10031000377085,10111000062943
10110002367092,10110014229639
10031000377580,10100612993566
10110019617606,10041000444018
10041000833764,10100618829517
10042010833764,10110027507197
10110018737181,10100618829509
10101000813816,10110008273344
10031000377705,10100612358521
10032000377788,10100610998658
10051000225789,10112000063032
10110005037056,10111000063032
10251000009878,10041000444281
10100610871145,10041000444380
10102000903666,10042000444471
10031000378323,10042010805408
10031000378448,10041000805408
10102000903682,10042000445007
10102000903781,10042000445114
10042000371880,10110013515707
10042000371864,10100614495800
10031000378778,10111000063271
10031000378802,10042010452953
10110004133070,10041000452953
10031000378992,10111000063297
10032000379149,10112010063339
10031000379248,10112030063354
10032000379248,10042010445858
10031000379719,10041000445882
10032000379693,10100612617348
10031000380089,10112000063412
10031000380261,10042000616516
10110007304223,10041000446278
10100614480059,10100618418881
10100614480182,10041000446344
10110004702932,10041000446484
10031000377523,10041000446641
10032010380956,10112000063545
10031010380956,10110001507144
10110022591196,10042010446724
10032000380998,10041000446807
10031000380998,10110005008370
10100613384377,10041000446856
10031000381285,10042000447276
10100617470297,10111000063677
10032000381335,10041000447581
10031000381418,10041000447698
10110009350018,10042000447698
10100612652436,10041000447748
10110000708537,10110004687240
10100614534921,10051000314922
10032000381665,10041000447953
10110008491516,10110008307415
10110021578483,10112000063834
10032000381772,10041000448126
10110002980829,10022000760678
10101000904680,10111000063891
10032000382028,10041000448464
10031000382176,10041000448720
10241000322339,10110010427336
10100616957013,10112000064014
10032010828376,10111000064014
10110005545074,10041000606673
10032000382713,10110001257153
10101000904938,10041000449181
10031000383380,10110018912065
10110021185263,10052000367425
10100619084054,10042000449272
10100613012176,10041000449280
10031000384172,10042000449298
10032000384164,10111000064170
10031000384255,10041000449819
10101000900035,10100612929867
10021000716738,10111010064253
10041000607077,10041000449926
10042000607077,10112000080036
10100616951453,10110012531929
10110000145508,10101000979070
10102000905547,10110013603289
10110019174616,10110011232073
10100610499525,10110004907127
10041000751636,10110015422688
10031000385393,10100612840502
10102010905679,10041000450130
10031000385633,10110027301047
10032000385732,10110012606440
10110000661397,10112000064329
10032000624106,10100615824966
10031000385963,10042000450312
10031000386029,10111000064352
10031010386029,10042000672162
10101000905786,10100611721323
10102010902106,10112000064410
10031000386144,10042000017517
10110006461164,10110005266085
10110012580215,10051000166280
10110019306069,10111000064444
10110019306127,10100617900673
10110019306101,10041000450841
10031000386409,10042000450841
10110025622873,10110015436787
10031000386573,10041000450999
10032000386573,10110000396077
10110002737047,10041000451013
10032000386565,10041000451112
10110008766792,10111000064584
10031000386656,10042000451328
10110007951510,10042000451351
10032000386656,10041000451351
10032000386672,10112000064683
10032000386680,10111000064683
10031000386680,10041000462424
10032000386771,10041000451831
10032000386839,10041000452003
10110019648460,10110001100742
10110009891680,10110001100700
10110001533769,10100611842442
10032000387845,10110001083609
10032000388090,10110001083625
10100616905947,10111000064774
10031000388108,10112000064774
10032000388199,10041000452128
10031000388314,10111000064782
10032000388330,10110006079511
10102000667345,10112000090241
10110009105081,10110021619352
10110006767008,10110021619360
10031000388611,10110008506222
10100613800885,10110004674826
10100613801099,10100618844342
10110026803506,10041000452466
10032000389171,10100617188030
10031000389171,10110004347209
10100615950472,10042000788778
10031000389239,10041000452698
10102000906792,10042000452698
10101000906792,10041000452722
10032000389452,10110011683382
10110003099231,10110015356167
10032000389619,10041000453001
10110008287443,10041000453191
10032000473348,10042000453191
10031000473348,10110013313723
10031000389973,10111000065011
10110022219905,10111000114322
10031000390112,10042000453266
10031000428789,10041000453738
10031010408153,10112010065276
10102010907147,10112000065276
10031000957860,10111000065276
10032010390690,10042000454728
10042000349969,10041000454728
10032000391094,10042000454785
10100615394655,10042000454934
10031000391276,10041000455030
10100616447858,10112000065383
10031000391557,10111000065383
10110003944089,10041000455139
10032000391524,10111000065425
10110003944055,10112010065425
10031000391722,10112000065433
10110014714432,10041000455352
10032000898890,10110000328179
10021000708347,10041000455410
10110003796158,10042000455451
10031000957498,10111000065540
10110005468400,10111010065581
10031000392621,10111000065599
10110007801806,10110013005147
10031000392886,10110011106624
10032010392977,10041010500769
10101000907717,10111000065672
10041000705178,10110013701588
10102020907733,10110012893972
10110014062303,10041000456343
10022000252288,10110018151169
10110019096066,10042000456343
10110019096058,10110009755273
10110024347928,10042000456368
10110009141433,10042000456384
10100615600499,10112000065698
10031000393520,10051000241018
10031000393561,10100613729787
10101000907832,10110006372866
10102000907832,10111000065755
10031000393876,10041000456707
10032000393959,10042000456707
10031000393959,10112000065763
10031000394114,10111000065763
10110002315216,10110000610808
10110022783769,10041000456772
10031000394809,10111000065797
10032000394809,10112040065805
10100615477849,10110023436409
10031000394866,10042010456962
10041000389700,10041000456962
10031000395186,10112020065839
10032000395251,10111000065854
10110007536097,10112000065854
10110007122310,10110004764890
10032000395434,10110004278107
10032000395475,10112000065920
10031000395475,10100614727228
10100616066013,10111000065979
10031000395723,10110021417328
10031000395764,10110020580852
10031000396085,10112000066027
10031000395970,10110017441405
10032000395970,10042000458091
10032000396168,10041000458091
10031000396168,10041000696773
10100614146569,10110002938264
10110002360790,10041000458232
10031000396481,10110013660958
10032000396481,10112000066134
10031000396473,10111000066134
10102000908541,10100616488415
10032000396499,10042000458539
10110012588846,10041000458711
10110012588960,10112000066209
10031000396820,10041000458737
10031000396838,10100617647167
10032000396887,10111000066233
10031000396887,10041000458919
10100614220109,10041000459297
10100617171572,10100614438537
10101000914341,10110018130312
10110001917111,10110026632434
10110009719568,10111010066324
10032000410274,10112000066324
10032000397513,10110018130270
10110009894940,10041000459339
10110008971228,10042000459669
10032010398206,10110004835930
10031010398222,10042000730713
10032000689216,10041000730713
10110015823505,10042000459867
10101010853465,10041000459867
10102010853465,10041000459925
10041000890392,10110003457793
10031000398487,10042000460196
10102000908962,10041000471300
10102000919951,10110013962974
10102000943084,10111000066571
10101000908962,10112000066571
10031000398677,10042000485201
10032000398677,10041000460691
10110022064913,10051000174359
10031000398792,10041000460758
10032020398800,10042000460774
10102000909010,10041000460782
10110001575554,10112000066662
10110001575455,10111000066662
10110001575562,10041000460899
10052000053777,10110001527605
10102000976894,10042000460980
10031000398883,10041000460980
10102000909176,10110015515549
10110001664143,10032000808808
10100610668566,10041000461103
10032000399691,10041000461152
10110027012339,10042000461145
10032000399725,10041000461327
10110015748553,10100612205425
10100612189306,10110007766645
10110011879089,10042000461426
10031000399931,10042000461483
10110004993911,10041000461483
10042000792952,10021000516146
10110002909737,10110008273625
10110003391968,10042000461731
10041000922690,10100615880406
10110009203274,10100615880414
10110001370576,10041000461780
10032000474858,10041000467688
10032000401174,10100614982955
10031000401174,10041000462341
10031000401281,10042000462341
10101000909655,10041000462358
10032000401703,10111000067009
10110008308132,10041000462440
10100611869940,10110001479567
10031000401877,10031000153635
10031000401893,10041000936518
10031000426098,10100618604639
10100615987482,10100618604605
10031000402214,10042000463034
10032000402214,10110010373837
10031000402347,10042010463125
10032000402388,10041000463224
10110014471801,10042000933895
10110014433520,10041000463257
10032020402461,10042000463513
10100616380034,10100619071077
10031000499871,10100619071093
10031000402644,10041000464065
10100611399716,10041000464198
10031000402669,10100611678077
10031000402701,10041000464222
10031000402727,10100617285430
10100619001744,10041000464552
10110003790920,10042000464552
10100618403628,10041000464628
10100615203088,10042000464628
10110010009142,10110001678598
10110008625642,10112010083147
10032010403071,10111000083147
10100611181023,10111000067538
10032000403121,10111000067553
10031000403147,10042000465393
10032000403220,10111000067637
10031000403220,10112000067637
10031000704247,10110005960836
10110009743972,10100000054049
10101000910042,10110009330028
10102000910042,10100616102495
10032000403444,10110017331945
10102000976498,10112000067736
10032000403600,10100613703238
10110003130978,10111000067744
10100610693630,10041000466276
10110000603688,10041000466300
10031000403832,10041000466318
10032000403832,10112000067819
10102000910208,10042000799270
10101000910208,10110021030170
10110022701811,10110006053029
10031000415075,10041000466532
10100618281453,10042000466656
10100615299185,10112000067884
10031000404418,10110010792366
10031000404400,10041000466821
10031000404541,10041000466839
10110007873201,10041000466896
10031000404780,10041000467019
10100612195790,10110012787729
10032000404780,10110012787703
10051000195867,10041000467084
10032000405258,10100617604853
10051000240622,10110017916067
10031000405274,10110002018679
10032000405605,10041000467522
10110004772562,10110005493424
10031000405860,10111000068098
10031000405894,10041000467779
10110001423037,10042000467779
10100615916820,10100610190041
10032000406181,10100610190066
10110002798544,10100611298371
10031000406496,10111000068197
10110007747942,10042000468355
10032000406769,10100617756174
10031000406850,10041000468355
10032010407213,10042000468587
10031000407213,10112000068247
10100614586103,10110013338340
10031000407429,10042000468611
10031000407536,10041000468652
10031000407585,10111000068296
10032010407742,10112000068296
10100610085597,10110006762652
10031000407767,10041000468835
10032000407981,10042000469015
10100616378285,10041000469130
10110007760218,10100618902843
10031000408377,10110009247495
10041000328070,10041000469247
10100618620205,10111000068452
10110012961324,10111000068460
10032000408658,10112000068460
10031000408815,10041000469502
10032010434704,10032000039800
10101000911446,10041000469577
10052000258814,10112000068502
10051000258814,10042000469759
10032000409243,10112020068551
10031000409250,10041000469916
10031000409292,10111000068577
10031000757948,10042000470021
10100613116951,10042000470054
10110022075141,10041000470054
10101000911602,10100614017018
10110002127512,10041000470385
10041000701789,10110008497620
10031000410076,10112000068676
10031000410266,10042000470443
10100619145939,10042000470641
10032000410399,10112010068734
10031000410399,10042000470732
10031000410647,10041000470732
10031000518837,10041000470823
10100618574907,10041000470971
10110009488933,10110020656611
10031000410852,10110021343334
10100614214219,10041000471086
10031000411280,10012000310797
10031000411298,10041000471326
10100610983585,10110017460231
10100614291761,10111000068924
10031000411470,10042000763896
10110006647390,10041000763896
10110009341843,10041000471631
10110000462960,10111000068999
10031000411850,10041000471805
10031000411876,10041000471904
10031000412163,10042000471904
10100617072200,10111020069062
10110013387479,10041000471953
10100610064097,10112000069070
10032000412510,10041000472100
10100616926083,10042000472126
10031000412593,10041000472159
10041000502666,10041000472175
10032000412742,10042000472175
10031000412742,10100611500701
10031000412767,10110003435146
10031000412775,10110002789873
10031000412841,10100616281018
10032000412841,10041000472431
10031000412791,10042000472522
10032000413567,10041000472795
10101000932749,10110011140953
10101000912766,10100617717358
10102000912766,10111000069294
10031000606202,10111000069302
10031000414227,10041000473082
10032000414573,10041000473140
10031000481846,10042010473587
10032000481846,10042010473470
10031000414649,10111000069419
10032000429001,10100619536384
10110001451137,10041000473512
10100618119455,10110012224624
10101000913061,10041020473561
10041000376434,10041000473561
10031000415356,10041010473561
10031000415349,10110002767499
10041000915009,10111000069443
10102000913145,10112000069443
10031000415513,10100610932475
10042000858647,10041000473835
10110005796990,10042000473835
10031000415752,10041000474080
10032000415844,10110011091081
10100611545813,10100613221207
10102000923391,10042000474601
10032010416248,10041000474601
10110004185575,10110001036797
10110013471216,10111000069716
10031000450759,10111000069732
10032000416594,10042000475004
10031000416792,10042000475012
10031000416818,10111000069765
10100619020512,10112000069765
10031000417188,10041000475202
10031000417402,10111000069807
10032000417402,10041000517797
10032000419853,10110005830302
10101000913558,10110005539002
10031000417485,10042000475525
10031000417576,10041000475525
10031000417626,10110009503830
10032010417626,10111000069864
10032000417659,10041000475780
10031000417675,10151000359075
10032000417808,10110007123938
10031000417808,10110007108897
10100617984032,10110008408205
10100617984040,10110008408080
10032010418111,10042000476465
10032010418202,10100610753772
10032040418202,10100618028359
10032050418202,10110005173976
10032000418210,10041000476598
10110015511415,10100615008412
10031000418327,10042000477000
10110002583664,10042010477000
10102000913830,10041000477000
10031000418814,10110018659880
10101000913954,10042000477018
10110020464248,10100612936961
10032000418939,10041000477448
10031000419036,10042000477539
10031000419135,10042000477547
10110000167205,10041000477554
10102010914127,10100615805858
10032010419333,10100614843876
10031000454546,10111000070417
10100610870907,10110008901811
10110012905065,10111000070466
10031000419523,10100610421404
10032000419564,10111000070532
10031000419721,10110012062925
10032010419747,10042000478685
10110004326013,10100611017284
10032000419788,10041000478701
10032000419804,10111000070557
10102000914259,10042010478925
10100617560758,10041000478925
10101000939181,10041000479014
10102010939181,10042000479097
10110017621725,10041000479139
10110008833097,10112000070698
10110004407326,10110016761787
10031000730267,10041000479899
10110005434022,10100616718449
10110004980975,10111000070839
10110005631049,10041000480806
10100611939461,10042000481150
10101000914457,10110015223136
10031000420604,10110000766097
10032020435487,10041000459099
10102010914531,10041000481358
10100618813768,10041000481382
10110007559982,10042010481382
10032010421057,10042000481416
10032000421073,10111000071118
10110024968798,10041000481432
10341000093633,10100617139108
10110015957196,10112000071142
10031000421529,10042000647388
10110013358116,10041000481739
10110007576051,10041000481804
10110012915726,10042000481804
10110013267267,10041000481846
10032000422493,10042000481911
10031000422493,10041000481986
10031000421677,10100615991971
10032000421677,10041000482000
10110003608395,10041000482109
10111000111716,10042010482109
10101000915033,10100611514934
10031000422246,10100611514975
10100611812593,10041000482372
10031000422725,10110017908437
10031000489872,10100619289059
10110003258449,10041000482745
10110014280244,10112000071464
10031000423137,10111000071464
10110000932640,10041000483065
10100617200801,10041000483081
10032000423459,10100612761476
10110000891879,10100610488171
10100619286477,10100619108887
10100612282408,10100610488189
10031000424374,10042010483149
10031000424663,10110013645900
10031000424846,10042000483156
10111000072926,10110017558497
10031000427104,10111000071555
10032000427104,10110026180350
10031000425199,10041000483339
10110001718493,10041000483461
10031000425298,10110019764820
10101000915900,10110019764887
10031000651489,10110005674536
10031000425363,10112000071639
10101000915942,10111000071639
10110023015617,10100617606965
10110020210666,10041000483594
10110006538680,10041000483867
10100618269433,10041000484006
10100616128334,10041000484055
10032000878157,10342000190611
10102000916106,10041000484360
10101000916106,10041000484485
10031000426395,10111000071829
10031000863084,10041000484691
10032000426585,10041000484733
10032000855205,10110002560365
10031000426585,10031000312785
10032000427807,10112000071860
10110020760892,10111000071860
10031000667980,10100618462863
10102010916288,10052000409870
10110002389393,10041000485052
10100614586152,10042000485052
10031000428045,10110004221891
10100611483056,10112010071951
10032000428292,10042000485334
10031000428292,10100611069392
10032000829192,10112020072041
10031000428722,10041000485805
10032010428722,10022000532630
10041000280107,10110022836039
10031000428854,10031000794396
10031010428938,10042000486050
10032000428938,10041000486050
10110003988565,10041000486019
10100611147784,10100616545875
10110010191213,10100616545842
10110010174284,10110007512296
10110009215518,10041000486266
10110025573639,10031000638619
10031000429555,10111000072181
10100613850575,10100618594863
10110017743594,10041000486647
10110025608005,10100617666654
10031000430215,10041000486894
10100615847215,10110022561025
10032000430389,10041000486811
10031000430421,10100612969822
10101000916973,10042000487041
10031010430454,10041000487660
10100610236877,10111000072389
10032000430512,10110003699766
10110002124246,10112000072397
10110005935077,10110002258341
10031000669887,10110000919811
10042000450064,10110011964808
10341000093799,10041000487769
10031000430983,10042000487918
10031000431031,10100617762651
10032000431031,10042000488320
10110005434923,10112000072587
10031000431072,10112010072603
10032000431148,10111000072629
10031000431148,10042000488528
10101000917146,10041000488593
10100613315132,10041000488668
10031000431361,10111000072660
10032000431510,10112000072694
10031000431502,10041000489203
10041000504043,10112000072819
